"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.891912250E1,-2.903961182E0,-8.545579376E0,-1.188229065E0,9.103395286E0
1.892905850E1,-2.908152466E0,-8.396639099E0,-9.613009644E-1,8.937840817E0
1.893899450E1,-2.655627594E0,-8.315358124E0,-1.015637970E0,8.788006550E0
1.894892950E1,-2.415526886E0,-8.272247772E0,-1.419049072E0,8.733759420E0
1.895886550E1,-2.085612946E0,-8.284971313E0,-1.768422546E0,8.724554391E0
1.896880150E1,-1.950444031E0,-8.392148438E0,-1.687291260E0,8.779483989E0
1.897873750E1,-1.887574768E0,-8.461604004E0,-1.519190826E0,8.801682884E0
1.898867350E1,-1.565145264E0,-8.353379059E0,-1.358574829E0,8.606645512E0
1.899860850E1,-7.864645386E-1,-8.012088776E0,-1.194066925E0,8.138666281E0
1.900854450E1,-6.646179199E-2,-7.458689575E0,-1.229992218E0,7.559718791E0
1.901848050E1,5.038522339E-1,-6.867568817E0,-1.282682648E0,7.004473093E0
1.902841650E1,9.092092896E-1,-6.305637360E0,-1.235231323E0,6.489493082E0
1.903835150E1,1.190175018E0,-5.782026215E0,-1.437760162E0,6.075812539E0
1.904828750E1,1.334774323E0,-5.449567566E0,-1.683099976E0,5.857664609E0
1.905822350E1,1.294807434E0,-5.303770752E0,-1.870959320E0,5.771221643E0
1.906815950E1,1.125359802E0,-5.195096741E0,-2.138902130E0,5.729778979E0
1.907809450E1,8.891510010E-1,-5.148393860E0,-2.605182495E0,5.838109683E0
1.908803050E1,6.529421997E-1,-5.133574677E0,-3.188968506E0,6.078605318E0
1.909796650E1,3.694317627E-1,-5.132377167E0,-3.623963928E0,6.293718278E0
1.910790250E1,9.325607300E-2,-5.149741058E0,-3.732188873E0,6.360641748E0
1.911783750E1,8.711883545E-2,-5.286107483E0,-3.722908173E0,6.466109129E0
1.912777350E1,1.657054138E-1,-5.584137726E0,-3.736978912E0,6.721239753E0
1.913770950E1,-4.355941772E-2,-5.909261627E0,-3.965104523E0,7.116412318E0
1.914764550E1,-5.316943359E-1,-6.283034363E0,-4.301305389E0,7.632853184E0
1.915758150E1,-9.818083191E-1,-6.765481110E0,-4.750072174E0,8.324594157E0
1.916751650E1,-1.176703033E0,-7.524402924E0,-5.346731415E0,9.305310645E0
1.917745250E1,-1.559906158E0,-8.493338013E0,-6.157595215E0,1.060594534E1
1.918738850E1,-2.153122559E0,-9.575138397E0,-7.367529144E0,1.227190685E1
1.919732450E1,-2.998265076E0,-1.051847672E1,-8.448730774E0,1.382060048E1
1.920725950E1,-3.993395691E0,-1.092188782E1,-9.536818085E0,1.503947279E1
1.921719550E1,-4.773423615E0,-1.071861053E1,-1.073328003E1,1.590212203E1
1.922713150E1,-5.266198883E0,-1.036384827E1,-1.122380997E1,1.615908759E1
1.923706750E1,-5.309159546E0,-9.994715881E0,-1.053329590E1,1.546065468E1
1.924700250E1,-4.863087158E0,-9.358239441E0,-9.314230957E0,1.407057783E1
1.925693850E1,-4.020788727E0,-8.308921509E0,-8.488098907E0,1.254004552E1
1.926687450E1,-2.999013519E0,-7.143295441E0,-7.986791382E0,1.112697571E1
1.927681050E1,-1.888323212E0,-6.337371368E0,-7.657925262E0,1.011789799E1
1.928674550E1,-1.056652679E0,-6.474037170E0,-7.310797119E0,9.822292334E0
1.929668150E1,-8.095166016E-1,-7.367978210E0,-6.502328339E0,9.860156888E0
1.930661750E1,-7.857160950E-1,-8.559799805E0,-4.819976807E0,9.854932719E0
1.931655350E1,-8.352630615E-1,-1.092518097E1,-2.310744781E0,1.119807059E1
1.932648850E1,-8.973838806E-1,-1.503174133E1,4.180805969E-1,1.506430671E1
1.933642450E1,-5.195695496E-1,-1.960742615E1,2.875819702E0,1.982401200E1
1.934636050E1,8.777746582E-1,-2.225362335E1,3.634142761E0,2.256548768E1
1.935629650E1,2.201921082E0,-2.307990509E1,1.824106750E0,2.325635055E1
1.936623250E1,1.904190216E0,-2.099848343E1,-2.524649963E0,2.123525616E1
1.937616750E1,-4.089495850E-1,-1.375070526E1,-6.220913544E0,1.509797669E1
1.938610350E1,-1.318308563E0,-6.691983948E0,-4.676724701E0,8.269966176E0
1.939603950E1,-1.681004333E-1,-3.045866089E0,-2.427352295E0,3.898409567E0
1.940597550E1,1.405577087E0,-2.251468048E0,9.804611206E-1,2.829498070E0
1.941591050E1,1.940863953E0,-2.663411407E0,3.981869659E0,5.168752189E0
1.942584650E1,1.386267242E0,-3.406466217E0,4.822521515E0,6.064854715E0
1.943578250E1,7.586224365E-1,-4.766687622E0,4.252357178E0,6.432679104E0
1.944571850E1,3.448828125E-1,-6.556066589E0,3.148851929E0,7.281223918E0
1.945565350E1,-1.402583313E-1,-8.337811432E0,2.277663574E0,8.644450430E0
1.946558950E1,-6.985972595E-1,-1.004456223E1,1.827848969E0,1.023339144E1
1.947552550E1,-1.298699341E0,-1.159488831E1,1.862726440E0,1.181515148E1
1.948546150E1,-1.983525238E0,-1.252714966E1,2.320175171E0,1.289368309E1
1.949539750E1,-2.607128448E0,-1.247386047E1,2.901117096E0,1.306946037E1
1.950533250E1,-3.040776672E0,-1.198916840E1,3.122506714E0,1.275682287E1
1.951526850E1,-3.423680420E0,-1.114492401E1,3.286864929E0,1.211339754E1
1.952520450E1,-3.410208435E0,-1.029109955E1,3.052302704E0,1.126289498E1
1.953514050E1,-3.054548035E0,-9.782457275E0,2.233505402E0,1.048881692E1
1.954507550E1,-2.963537292E0,-9.456435242E0,1.552870789E0,1.003085881E1
1.955501150E1,-3.122955780E0,-9.279353485E0,1.143322449E0,9.857303897E0
1.956494750E1,-3.243754578E0,-9.204658813E0,4.764591980E-1,9.771115648E0
1.957488350E1,-2.632126465E0,-9.060658264E0,-4.584366760E0,1.048999697E1
1.958481850E1,-1.069825287E0,-8.993897095E0,-1.320643707E1,1.601389057E1
1.959475450E1,-9.946815491E-1,-9.324559479E0,-1.228061234E1,1.545154491E1
1.960469050E1,-2.011217651E0,-9.601184235E0,-6.030060425E0,1.151474550E1
1.961462687E1,-3.481759644E0,-9.842183075E0,4.296066284E-2,1.043997431E1
1.962456187E1,-4.273762665E0,-9.731862488E0,3.062780914E0,1.106141138E1
1.963449787E1,-3.904779968E0,-9.058712311E0,3.396886139E0,1.043294833E1
1.964443387E1,-3.343147888E0,-8.585246887E0,2.618953857E0,9.578205533E0
1.965436987E1,-3.215014343E0,-8.415050812E0,2.383343811E0,9.318246891E0
1.966430587E1,-3.118914185E0,-8.334967346E0,2.268083496E0,9.183872228E0
1.967424087E1,-2.993774414E0,-8.361162872E0,1.906285858E0,9.083262387E0
1.968417687E1,-2.771336975E0,-8.425379333E0,1.350042572E0,8.971618610E0
1.969411287E1,-2.367027740E0,-8.392597504E0,5.167254639E-1,8.735302993E0
1.970404887E1,-1.852397919E0,-8.481063538E0,-6.047424316E-1,8.702041725E0
1.971398388E1,-1.368903351E0,-8.688232727E0,-1.727258148E0,8.963409229E0
1.972391987E1,-1.005608826E0,-9.022487640E0,-2.259850616E0,9.355397220E0
1.973385587E1,-1.007704468E0,-9.366322632E0,-1.763333130E0,9.583987253E0
1.974379187E1,-1.264121246E0,-9.656718750E0,-8.208929443E-1,9.773642349E0
1.975372688E1,-1.470541992E0,-9.871222687E0,-6.346801758E-2,9.980358675E0
1.976366287E1,-1.519490204E0,-9.879904633E0,4.085005188E-1,1.000441096E1
1.977359887E1,-1.415306854E0,-9.695787506E0,5.870791626E-1,9.816111796E0
1.978353487E1,-1.204395447E0,-9.359436951E0,4.840933228E-1,9.449019778E0
1.979346988E1,-1.008602600E0,-9.192384338E0,9.550140381E-2,9.248044634E0
1.980340587E1,-9.803114319E-1,-9.268875275E0,-4.987628174E-1,9.333907205E0
1.981334187E1,-1.313668213E0,-9.351204071E0,-1.095871124E0,9.506401805E0
1.982327787E1,-1.924547882E0,-9.515562286E0,-1.549577637E0,9.831124098E0
1.983321387E1,-2.779270477E0,-9.802216187E0,-1.768123169E0,1.034089194E1
1.984314887E1,-3.848497009E0,-9.971214752E0,-1.629212036E0,1.081158567E1
1.985308487E1,-4.659360809E0,-1.001597168E1,-1.339115295E0,1.112755865E1
1.986302087E1,-4.922363892E0,-1.000145187E1,-1.090482330E0,1.120035078E1
1.987295687E1,-4.772824860E0,-9.917326813E0,-8.716374207E-1,1.104051539E1
1.988289187E1,-4.476441193E0,-9.925110626E0,-6.695576477E-1,1.090846708E1
1.989282787E1,-4.019441528E0,-9.949509888E0,-6.274951172E-1,1.074906542E1
1.990276387E1,-3.722908173E0,-1.007899063E1,-6.938072205E-1,1.076696177E1
1.991269987E1,-3.378923492E0,-1.017299515E1,-6.942562866E-1,1.074192469E1
1.992263487E1,-3.257376251E0,-1.035995636E1,-5.828878784E-1,1.087561281E1
1.993257087E1,-3.356021118E0,-1.066651886E1,-7.279362488E-1,1.120568577E1
1.994250687E1,-3.413052521E0,-1.108714417E1,-1.203048248E0,1.166280491E1
1.995244287E1,-3.337160339E0,-1.168155807E1,-1.757794647E0,1.227539328E1
1.996237888E1,-2.913241882E0,-1.209948898E1,-2.314936066E0,1.265873378E1
1.997231387E1,-2.456541595E0,-1.229483276E1,-2.723586273E0,1.283025454E1
1.998224987E1,-2.401007080E0,-1.199500626E1,-2.552492065E0,1.249640852E1
1.999218587E1,-3.001558228E0,-1.144579834E1,-1.563947754E0,1.193572721E1
2.000212188E1,-4.060605927E0,-1.106349335E1,-1.429527283E-1,1.178600191E1
2.001205687E1,-5.098397827E0,-1.102577179E1,8.379574585E-1,1.217634907E1
2.002199287E1,-5.604794769E0,-1.094479019E1,1.416055298E0,1.237769645E1
2.003192887E1,-5.697302399E0,-1.089659042E1,1.588347015E0,1.239829761E1
2.004186488E1,-5.066364441E0,-1.108220444E1,1.081501007E0,1.223327218E1
2.005179987E1,-3.041824493E0,-1.102038300E1,8.086184692E-1,1.146103841E1
2.006173587E1,-9.110055542E-1,-1.102427490E1,5.539979553E-1,1.107571587E1
2.007167187E1,-9.325607300E-2,-1.120435043E1,1.621128845E-1,1.120591120E1
2.008160788E1,-2.095642090E-3,-1.198542618E1,-2.782713318E-1,1.198865630E1
2.009154387E1,-3.336561584E-1,-1.314446594E1,-5.538482666E-1,1.316035939E1
2.010147887E1,3.293151855E-2,-1.388901764E1,-1.296304321E-1,1.388966161E1
2.011141487E1,1.052162018E0,-1.417028275E1,9.669891357E-2,1.420962029E1
2.012135088E1,1.466650085E0,-1.398990784E1,-4.228706360E-1,1.407293158E1
2.013128687E1,9.903405762E-1,-1.324535614E1,-9.298663330E-1,1.331483703E1
2.014122187E1,3.644920349E-1,-1.229872467E1,-1.226250000E0,1.236507873E1
2.015115787E1,-2.862048340E-1,-1.133951935E1,-1.214723969E0,1.140798696E1
2.016109387E1,-1.264270935E0,-1.060933777E1,-1.091679840E0,1.074002764E1
2.017102987E1,-2.092199249E0,-1.019724472E1,-1.072968750E0,1.046481531E1
2.018096487E1,-2.505639496E0,-9.795180817E0,-9.324110413E-1,1.015348151E1
2.019090087E1,-2.609074402E0,-9.586215363E0,-4.763095093E-1,9.946339274E0
2.020083687E1,-2.425556030E0,-9.600286102E0,5.297483826E-1,9.916120645E0
2.021077287E1,-2.426903229E0,-9.634265442E0,1.216520233E0,1.000943811E1
2.022070887E1,-2.297572174E0,-9.181756439E0,6.351292419E-1,9.486141384E0
2.023064387E1,-2.166893921E0,-8.777147827E0,-1.266366577E-1,9.041559052E0
2.024057987E1,-2.104024658E0,-8.605005798E0,-7.966433716E-1,8.894250121E0
2.025051587E1,-1.995350647E0,-8.669222260E0,-1.063837738E0,8.959273939E0
2.026045187E1,-2.080972595E0,-8.792715454E0,-1.090033264E0,9.101124354E0
2.027038687E1,-2.188299408E0,-8.914711761E0,-1.199904785E0,9.257457080E0
2.028032287E1,-2.284100189E0,-9.007369080E0,-1.381926270E0,9.394654418E0
2.029025888E1,-2.253414001E0,-8.917406158E0,-1.472787323E0,9.314886460E0
2.030019487E1,-1.960922241E0,-8.798104248E0,-1.250798950E0,9.100349027E0
2.031012987E1,-1.166673889E0,-8.369096375E0,-1.186432800E0,8.532908348E0
2.032006587E1,-2.941383362E-1,-7.621550903E0,-1.339863739E0,7.744016424E0
2.033000188E1,4.908293152E-1,-6.897656250E0,-1.301393738E0,7.036490661E0
2.033993787E1,1.020727386E0,-6.329437866E0,-1.101259918E0,6.505108877E0
2.034987387E1,1.276994476E0,-5.859265594E0,-1.023272095E0,6.083485348E0
2.035980887E1,1.454225922E0,-5.509892120E0,-1.174607391E0,5.818366329E0
2.036974488E1,1.651515656E0,-5.328619080E0,-1.621577911E0,5.809578313E0
2.037968087E1,1.926643524E0,-5.204527130E0,-2.165696411E0,5.957289557E0
2.038961687E1,1.918260956E0,-5.025499420E0,-2.624043274E0,5.985062457E0
2.039955187E1,1.631307678E0,-4.898713074E0,-3.074756012E0,6.009382585E0
2.040948788E1,1.241069183E0,-4.871170349E0,-3.347788239E0,6.039556224E0
2.041942387E1,8.084687805E-1,-4.887187042E0,-3.367397461E0,5.989790031E0
2.042935987E1,5.026547241E-1,-5.008434906E0,-3.325484619E0,6.032903939E0
2.043929587E1,3.598516846E-1,-5.245242462E0,-3.293151855E0,6.203781981E0
2.044923088E1,1.374142456E-1,-5.552104340E0,-3.384761353E0,6.503949161E0
2.045916687E1,-2.411485291E-1,-5.766608276E0,-3.734883270E0,6.874683750E0
2.046910287E1,-6.825805664E-1,-5.936654663E0,-4.195625153E0,7.301578955E0
2.047903887E1,-9.497749329E-1,-6.288273468E0,-4.754712524E0,7.940513007E0
2.048897388E1,-1.274449768E0,-6.989415436E0,-5.472769318E0,8.968129925E0
2.049890987E1,-1.870959320E0,-8.061036987E0,-6.574927368E0,1.056931767E1
2.050884587E1,-2.579885101E0,-9.405541077E0,-7.938292236E0,1.257523335E1
2.051878187E1,-3.457061005E0,-1.081456100E1,-9.298813019E0,1.467562346E1
2.052871688E1,-4.398453369E0,-1.201192108E1,-1.072429871E1,1.669260983E1
2.053865287E1,-5.109624481E0,-1.270048920E1,-1.161285095E1,1.795185214E1
2.054858887E1,-5.469925232E0,-1.256846375E1,-1.130449219E1,1.776732694E1
2.055852487E1,-5.093009033E0,-1.141526184E1,-1.012479538E1,1.608596983E1
2.056845988E1,-4.275109863E0,-9.776918793E0,-8.832083588E0,1.385172935E1
2.057839587E1,-3.372037811E0,-7.966882782E0,-7.779771881E0,1.163472006E1
2.058833187E1,-2.104773102E0,-6.187982025E0,-7.149282990E0,9.686766159E0
2.059826787E1,-6.517446899E-1,-5.146148529E0,-6.900500336E0,8.632758580E0
2.060820404E1,3.667373657E-1,-5.603746948E0,-6.526877289E0,8.610261512E0
2.061813904E1,6.956034851E-1,-6.992558899E0,-5.277874603E0,8.788384635E0
2.062807504E1,8.909472656E-1,-8.221952362E0,-3.646417236E0,9.038287799E0
2.063801104E1,1.275946655E0,-9.593999176E0,-2.104324036E0,9.904596898E0
2.064794704E1,1.559606781E0,-1.246038849E1,-5.704637146E-1,1.257056417E1
2.065788204E1,9.713301086E-1,-1.674897034E1,1.097817078E0,1.681299176E1
2.066781804E1,1.007255402E0,-2.068189178E1,1.936073914E0,2.079672074E1
2.067775404E1,2.012115784E0,-2.261976196E1,5.761518860E-1,2.271638598E1
2.068769004E1,2.385888519E0,-2.319546478E1,-2.958298187E0,2.350475651E1
2.069762604E1,-7.664062500E-2,-1.874342285E1,-7.862998810E0,2.032605530E1
2.070756104E1,-2.613115997E0,-1.106992996E1,-7.962691498E0,1.388438621E1
2.071749704E1,-2.638263702E0,-6.071524200E0,-4.898413696E0,8.235186593E0
2.072743304E1,-1.271156616E0,-3.231330414E0,-6.348298645E-1,3.529921294E0
2.073736904E1,6.930587769E-1,-2.414479065E0,4.404291229E0,5.070288045E0
2.074730404E1,1.057550812E0,-2.527194672E0,6.397845612E0,6.959709412E0
2.075724004E1,5.857319641E-1,-3.234324188E0,5.600154419E0,6.493509406E0
2.076717604E1,2.095642090E-1,-4.347708893E0,3.897894287E0,5.842950423E0
2.077711204E1,-2.230361938E-2,-5.816304932E0,2.506687317E0,6.333512597E0
2.078704704E1,-4.646337891E-1,-7.688162384E0,1.945055237E0,7.943989254E0
2.079698304E1,-1.018332367E0,-9.632169800E0,1.818418579E0,9.855066818E0
2.080691904E1,-1.593137054E0,-1.135867950E1,2.160606995E0,1.167158551E1
2.081685504E1,-2.262395325E0,-1.267594025E1,2.757116547E0,1.316812763E1
2.082679104E1,-2.831661530E0,-1.334295319E1,3.076851654E0,1.398283672E1
2.083672604E1,-3.453618164E0,-1.304851547E1,3.010838928E0,1.382954755E1
2.084666204E1,-3.960164795E0,-1.179322586E1,2.634371796E0,1.271624930E1
2.085659804E1,-3.641627197E0,-1.048913773E1,2.088606720E0,1.129804129E1
2.086653404E1,-3.123105469E0,-9.598789215E0,1.587448883E0,1.021814739E1
2.087646904E1,-2.754721527E0,-9.044192505E0,1.088237000E0,9.516836056E0
2.088640504E1,-2.503244476E0,-8.929231567E0,-8.831634521E-2,9.273899345E0
2.089634104E1,-1.156045990E0,-8.858279114E0,-7.700736237E0,1.179435839E1
2.090627704E1,5.060975647E-1,-8.960366821E0,-1.500913834E1,1.748766828E1
2.091621304E1,2.865042114E-1,-9.428443451E0,-1.258522888E1,1.572786116E1
2.092614804E1,-1.163530426E0,-9.857750702E0,-5.861211548E0,1.152748250E1
2.093608404E1,-3.133583679E0,-9.981393585E0,5.592370605E-1,1.047665551E1
2.094602004E1,-3.973487091E0,-9.933193817E0,3.570075989E0,1.127840333E1
2.095595604E1,-3.808679810E0,-9.380393372E0,3.848197632E0,1.083081007E1
2.096589104E1,-3.468736725E0,-8.786129150E0,3.115171967E0,9.946481604E0
2.097582704E1,-3.023712158E0,-8.188122711E0,2.665656738E0,9.126549983E0
2.098576304E1,-2.760409698E0,-7.939040680E0,2.425256653E0,8.748148287E0
2.099569904E1,-2.796185303E0,-8.221353607E0,2.073039093E0,8.927866400E0
2.100563404E1,-2.761906586E0,-8.575816498E0,1.568288727E0,9.145068951E0
2.101557004E1,-2.399659882E0,-8.663683777E0,7.920030212E-1,9.024691292E0
2.102550604E1,-1.804347839E0,-8.911568298E0,-4.418811035E-1,9.103130207E0
2.103544204E1,-1.174008636E0,-9.275461578E0,-1.888622589E0,9.538311122E0
2.104537804E1,-6.518943787E-1,-9.536967773E0,-2.939736786E0,1.000103859E1
2.105531304E1,-5.950126648E-1,-9.550290070E0,-2.740201721E0,9.953430864E0
2.106524904E1,-9.936337280E-1,-9.417067108E0,-1.478625183E0,9.584090637E0
2.107518504E1,-1.346150665E0,-9.350605316E0,-2.501298523E-1,9.450317790E0
2.108512104E1,-1.586101685E0,-9.280550995E0,6.029461670E-1,9.434399260E0
2.109505604E1,-1.686542816E0,-9.198371887E0,1.144669647E0,9.421504161E0
2.110499204E1,-1.607507172E0,-9.143436127E0,1.340163116E0,9.379900889E0
2.111492804E1,-1.437610474E0,-9.136999512E0,1.105002136E0,9.315176524E0
2.112486404E1,-1.266216888E0,-9.272318115E0,3.305126953E-1,9.364209902E0
2.113480004E1,-1.307381287E0,-9.483828278E0,-7.720944214E-1,9.604601732E0
2.114473504E1,-1.563947754E0,-9.779014435E0,-1.707499237E0,1.004940842E1
2.115467104E1,-2.023043060E0,-1.004875351E1,-2.088307343E0,1.046093580E1
2.116460704E1,-2.477048950E0,-1.024873764E1,-1.930984497E0,1.071919287E1
2.117454304E1,-2.862497406E0,-1.031519943E1,-1.382824402E0,1.079395359E1
2.118447804E1,-3.168610840E0,-1.026969406E1,-7.445516968E-1,1.077316425E1
2.119441404E1,-3.410807190E0,-1.026340714E1,-2.538720703E-1,1.081829851E1
2.120435004E1,-3.599564667E0,-1.026714935E1,-9.160949707E-2,1.088023961E1
2.121428604E1,-3.692072296E0,-1.034364029E1,-2.478845215E-1,1.098561509E1
2.122422204E1,-3.729195099E0,-1.044138702E1,-6.583309937E-1,1.110688340E1
2.123415704E1,-3.813918915E0,-1.047357010E1,-1.072669373E0,1.119786889E1
2.124409304E1,-3.982618103E0,-1.048659302E1,-1.109193420E0,1.127209786E1
2.125402904E1,-4.078418884E0,-1.046054718E1,-7.596702576E-1,1.125316164E1
2.126396504E1,-4.377197571E0,-1.070768326E1,-4.572990417E-1,1.157685025E1
2.127390004E1,-4.246070251E0,-1.091006241E1,-5.990542603E-1,1.172251852E1
2.128383604E1,-3.811224518E0,-1.147932861E1,-1.135987701E0,1.214869893E1
2.129377204E1,-3.601211243E0,-1.236099518E1,-1.564097443E0,1.296955377E1
2.130370804E1,-3.076103210E0,-1.256277557E1,-1.709744568E0,1.304641589E1
2.131364304E1,-2.964585114E0,-1.206326431E1,-1.459165649E0,1.250760869E1
2.132357904E1,-3.338806915E0,-1.139385635E1,-6.484515381E-1,1.189067213E1
2.133351504E1,-3.960464172E0,-1.105660767E1,5.912704468E-1,1.175939838E1
2.134345104E1,-4.351900177E0,-1.085841980E1,1.363813934E0,1.177727915E1
2.135338704E1,-4.094884644E0,-1.075139236E1,1.490899658E0,1.160100426E1
2.136332204E1,-3.896996155E0,-1.081366287E1,1.356329498E0,1.157417442E1
2.137325804E1,-3.770060120E0,-1.125195145E1,1.198407898E0,1.192710971E1
2.138319404E1,-1.567390594E0,-1.090123077E1,8.361611938E-1,1.104503106E1
2.139313004E1,2.109114075E-1,-1.074211166E1,2.490820312E-1,1.074706883E1
2.140306504E1,8.244854736E-1,-1.133832184E1,-1.606159973E-1,1.136939382E1
2.141300104E1,1.070873108E0,-1.247700394E1,-3.803590393E-1,1.252864995E1
2.142293704E1,9.166937256E-1,-1.365535355E1,-6.806346130E-1,1.370300227E1
2.143287304E1,1.296454010E0,-1.430051193E1,-5.933660889E-1,1.437141322E1
2.144280904E1,1.567989349E0,-1.416773804E1,-7.129673767E-1,1.427206061E1
2.145274404E1,1.247505798E0,-1.340148148E1,-1.237027588E0,1.351614641E1
2.146268004E1,7.243437195E-1,-1.228570175E1,-1.443897400E0,1.239144790E1
2.147261604E1,-1.613644409E-1,-1.124087448E1,-1.381327515E0,1.132657774E1
2.148255204E1,-1.341959381E0,-1.038315811E1,-9.389973450E-1,1.051154334E1
2.149248704E1,-2.239642639E0,-9.963580627E0,-8.629554749E-1,1.024859162E1
2.150242304E1,-2.606978760E0,-9.799372101E0,-8.324189758E-1,1.017432814E1
2.151235904E1,-2.735261993E0,-9.632918243E0,-3.745211792E-1,1.002073042E1
2.152229504E1,-2.769241333E0,-9.564360809E0,4.543052673E-1,9.967551782E0
2.153223104E1,-2.691702576E0,-9.502239990E0,7.732919312E-1,9.906351902E0
2.154216604E1,-2.546953583E0,-9.219178619E0,3.296145630E-1,9.570207559E0
2.155210204E1,-2.486928406E0,-8.697663116E0,-3.460803223E-1,9.052840890E0
2.156203804E1,-2.341430969E0,-8.404722290E0,-1.171763306E0,8.803106554E0
2.157197404E1,-2.061513062E0,-8.394693146E0,-1.337917786E0,8.747041392E0
2.158190904E1,-2.079924774E0,-8.439450073E0,-1.194965057E0,8.773730455E0
2.159184504E1,-2.046993256E0,-8.482111359E0,-1.088386688E0,8.793234904E0
2.160178104E1,-1.926643524E0,-8.611143036E0,-1.185235291E0,8.903287165E0
2.161171712E1,-1.726509705E0,-8.684939575E0,-1.487307129E0,8.978924974E0
2.162165312E1,-1.661993866E0,-8.713530121E0,-1.662442932E0,9.025051096E0
2.163158812E1,-1.486408997E0,-8.618028717E0,-1.574276276E0,8.885841348E0
2.164152413E1,-7.129673767E-1,-8.164621582E0,-1.317111053E0,8.300852341E0
2.165146012E1,2.031275940E-1,-7.492818604E0,-1.181942139E0,7.588186784E0
2.166139612E1,1.021176453E0,-6.784940643E0,-9.921368408E-1,6.932716379E0
2.167133112E1,1.542841644E0,-6.159690857E0,-9.066645813E-1,6.414373894E0
2.168126713E1,1.836830292E0,-5.718408508E0,-1.122216339E0,6.110115457E0
2.169120312E1,2.059866486E0,-5.560786285E0,-1.421294403E0,6.097989163E0
2.170113912E1,2.143841858E0,-5.561834106E0,-1.789528656E0,6.223541544E0
2.171107512E1,1.993404694E0,-5.667813721E0,-2.268083496E0,6.421991700E0
2.172101012E1,1.601519623E0,-5.773044891E0,-2.773282928E0,6.601818736E0
2.173094612E1,9.340576172E-1,-5.766009521E0,-3.399430847E0,6.758362192E0
2.174088212E1,1.981878662E-1,-5.711971893E0,-3.770209808E0,6.846925101E0
2.175081812E1,-2.433938599E-1,-5.727539520E0,-3.725153503E0,6.836718376E0
2.176075312E1,-4.083508301E-1,-5.868695984E0,-3.500321045E0,6.845479557E0
2.177068912E1,-4.808001709E-1,-6.136489105E0,-3.462749176E0,7.062457023E0
2.178062512E1,-6.541397095E-1,-6.468498688E0,-3.650608521E0,7.456293758E0
2.179056112E1,-9.976753235E-1,-6.764582977E0,-4.118685150E0,7.982387254E0
2.180049712E1,-1.433119812E0,-6.986571350E0,-4.652175751E0,8.515207035E0
2.181043212E1,-1.689087524E0,-7.178322601E0,-5.356311493E0,9.114351587E0
2.182036812E1,-1.702409821E0,-7.577243042E0,-6.141279144E0,9.900915152E0
2.183030412E1,-2.095941467E0,-8.196804657E0,-7.015311584E0,1.099068578E1
2.184024012E1,-2.762355652E0,-8.982820129E0,-7.840695190E0,1.223920615E1
2.185017513E1,-3.417543182E0,-9.668843536E0,-8.537496185E0,1.334372429E1
2.186011112E1,-3.761677551E0,-1.025622208E1,-9.280101929E0,1.433389693E1
2.187004712E1,-3.964056702E0,-1.054347473E1,-9.296717377E0,1.460505251E1
2.187998312E1,-4.175117798E0,-1.050844757E1,-8.672964478E0,1.425059268E1
2.188991912E1,-4.064797211E0,-1.009949799E1,-8.308472443E0,1.369500457E1
2.189985412E1,-3.546425171E0,-9.483977966E0,-8.218808899E0,1.304115751E1
2.190979012E1,-3.001408539E0,-8.911568298E0,-8.128396912E0,1.242961540E1
2.191972612E1,-2.523602142E0,-8.347092133E0,-7.944579163E0,1.179656106E1
2.192966212E1,-1.762135620E0,-8.116721191E0,-7.579039307E0,1.124402604E1
2.193959712E1,-8.325686646E-1,-8.544381866E0,-7.120093689E0,1.115326706E1
2.194953312E1,-9.624984741E-2,-9.493558044E0,-6.446195068E0,1.147564113E1
2.195946912E1,3.851490784E-1,-1.089180038E1,-5.070705414E0,1.202047041E1
2.196940512E1,7.753875732E-1,-1.317470306E1,-2.993624725E0,1.353276822E1
2.197934112E1,1.276695099E0,-1.628912659E1,-9.401948547E-1,1.636611016E1
2.198927612E1,1.896556091E0,-1.937495956E1,8.017327881E-1,1.948406422E1
2.199921212E1,2.403402100E0,-2.049672684E1,1.277144165E0,2.067663536E1
2.200914812E1,2.220332794E0,-1.901585632E1,-8.277786255E-1,1.916293002E1
2.201908413E1,7.270381165E-1,-1.440918594E1,-4.144281921E0,1.501093923E1
2.202901912E1,-1.075962524E0,-8.283773804E0,-4.750970306E0,9.609907525E0
2.203895512E1,-1.114582214E0,-4.336931305E0,-2.899470520E0,5.334622381E0
2.204889112E1,-4.984634399E-2,-2.600242767E0,-3.806584167E-1,2.628430699E0
2.205882713E1,7.723937988E-1,-2.191891937E0,1.945803680E0,3.031028606E0
2.206876312E1,7.783813477E-1,-2.388133850E0,2.988086243E0,3.903552254E0
2.207869812E1,5.138813782E-1,-3.123554535E0,2.887944489E0,4.284960953E0
2.208863412E1,2.260299683E-1,-4.513713684E0,2.192640381E0,5.023183513E0
2.209857013E1,-8.532257080E-3,-6.351891174E0,1.656605072E0,6.564368565E0
2.210850612E1,-4.598437500E-1,-8.415350189E0,1.484612732E0,8.557666156E0
2.211844112E1,-1.223854980E0,-1.053703812E1,1.594783630E0,1.072708386E1
2.212837712E1,-2.280956726E0,-1.231114883E1,1.965412903E0,1.267398900E1
