"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.460850000E-1,-6.802304535E0,-2.289039917E0,5.239703979E0,8.886256159E0
8.560200000E-1,-6.816524963E0,-3.165167999E0,5.339546356E0,9.219222111E0
8.659560000E-1,-6.588698730E0,-3.738176422E0,5.460045776E0,9.337934129E0
8.758920000E-1,-6.788982239E0,-3.856131134E0,4.971611481E0,9.256184304E0
8.858270000E-1,-7.099736023E0,-3.901935883E0,4.811893616E0,9.422615104E0
8.957630000E-1,-7.492818604E0,-3.949237518E0,5.077291718E0,9.875105001E0
9.056990000E-1,-7.894732819E0,-3.651506653E0,5.018913116E0,1.004239991E1
9.156340000E-1,-7.863298187E0,-3.200195160E0,4.802912292E0,9.754008096E0
9.255700000E-1,-7.500752106E0,-2.823278961E0,4.546944580E0,9.214493543E0
9.355060000E-1,-7.563471680E0,-2.875969391E0,4.255800018E0,9.142709532E0
9.454410000E-1,-8.509953461E0,-3.601061554E0,4.430187378E0,1.024761008E1
9.553770000E-1,-8.776249695E0,-4.292473755E0,4.783452759E0,1.087792765E1
9.653130000E-1,-8.330626373E0,-4.845573578E0,4.856201477E0,1.079173813E1
9.752480000E-1,-8.455915833E0,-6.076912994E0,4.421056366E0,1.131269745E1
9.851840000E-1,-8.137228546E0,-7.266040192E0,4.089944916E0,1.165064281E1
9.951200000E-1,-8.086035004E0,-8.169411621E0,3.864813080E0,1.212683093E1
1.005055000E0,-8.414901123E0,-8.621920624E0,3.843856659E0,1.264607885E1
1.014991000E0,-8.894204407E0,-8.711883545E0,3.852239227E0,1.303240323E1
1.024927000E0,-9.371561737E0,-9.279652863E0,3.938459930E0,1.376406892E1
1.034862000E0,-9.617649994E0,-9.729317780E0,3.942501526E0,1.423734997E1
1.044798000E0,-9.721833344E0,-9.669891357E0,3.855083313E0,1.424368315E1
1.054734000E0,-9.534872131E0,-9.495653687E0,3.910318451E0,1.401327285E1
1.064669000E0,-9.553283844E0,-9.659562836E0,3.719914398E0,1.408581377E1
1.074605000E0,-1.007180557E1,-1.034064651E1,3.607498169E0,1.487898790E1
1.084541000E0,-1.065140030E1,-1.064855621E1,3.756139069E0,1.552264985E1
1.094476000E0,-1.086021606E1,-1.077234879E1,4.138593750E0,1.584663212E1
1.104412000E0,-1.123982666E1,-1.086710175E1,4.750072174E0,1.633985279E1
1.114348000E0,-1.187345901E1,-1.087129303E1,4.840933228E0,1.681067148E1
1.124283000E0,-1.256008118E1,-1.098206268E1,4.634063416E0,1.731576980E1
1.134219000E0,-1.332274521E1,-1.020547760E1,4.417164459E0,1.735392333E1
1.144155000E0,-1.356733658E1,-9.044491882E0,4.001478882E0,1.678949935E1
1.154090000E0,-1.362601456E1,-8.511150970E0,3.577710114E0,1.645928228E1
1.164026000E0,-1.344204712E1,-8.774303741E0,3.360062714E0,1.640021519E1
1.173962000E0,-1.296079788E1,-9.257049866E0,3.022215271E0,1.621138609E1
1.183897000E0,-1.245440094E1,-8.820407867E0,2.785557404E0,1.551357560E1
1.193833000E0,-1.168530029E1,-8.392447815E0,2.726729736E0,1.464289856E1
1.203769000E0,-1.180924255E1,-8.631800079E0,2.466271362E0,1.483403778E1
1.213704000E0,-1.228600113E1,-8.937913513E0,3.151696014E0,1.551661398E1
1.223640000E0,-1.355012238E1,-9.230554962E0,4.273014221E0,1.694306973E1
1.233576000E0,-1.443268707E1,-9.396859131E0,4.433480530E0,1.778367699E1
1.243511000E0,-1.277458511E1,-9.860445099E0,3.168461151E0,1.644559359E1
1.253447000E0,-1.016880386E1,-1.051697983E1,5.331912231E-1,1.463884318E1
1.263383000E0,-1.116243759E1,-1.113429611E1,1.044827271E-1,1.576653036E1
1.273318000E0,-1.210577591E1,-1.066472260E1,1.361119537E0,1.619069995E1
1.283254000E0,-1.151166138E1,-1.009306137E1,1.771116943E0,1.541184904E1
1.293190000E0,-8.820108490E0,-1.043330383E1,9.452842712E-1,1.369458670E1
1.303125000E0,-9.673633575E0,-1.151824768E1,1.657652893E0,1.513264780E1
1.313061000E0,-8.747210083E0,-1.376552444E1,4.532275085E0,1.692763613E1
1.322997000E0,-4.762795715E0,-1.390787842E1,4.142335968E0,1.527325284E1
1.332932000E0,-7.475305023E0,-1.354188950E1,5.336103516E0,1.636266962E1
1.342868000E0,-1.049557434E1,-1.455168961E1,4.865931244E0,1.858994454E1
1.352804000E0,-4.168980560E0,-1.152962402E1,1.007674530E1,1.586989051E1
1.362739000E0,-3.161126404E0,-8.494834900E0,4.487667847E0,1.011405472E1
1.372675000E0,-6.145919495E0,-1.164114212E1,5.689518585E0,1.434082069E1
1.382611000E0,-5.834566956E0,-1.171688461E1,1.262280075E1,1.818413197E1
1.392546000E0,-6.354435883E0,-1.089060287E1,1.472038879E1,1.938230979E1
1.402482000E0,-6.525380402E0,-1.034738251E1,1.203542221E1,1.716101110E1
1.412418000E0,-5.854625244E0,-8.389004974E0,1.024185196E1,1.447575811E1
1.422353000E0,-4.624633026E0,-4.842130737E0,7.604785767E0,1.013243442E1
1.432289000E0,-2.468666382E0,-3.999233551E0,1.050066376E0,4.815685008E0
1.442225000E0,-1.938768311E0,-2.387834473E0,-1.083297272E0,3.260998162E0
1.452160000E0,-9.708810425E-1,-1.185085602E0,2.041155396E0,2.552127197E0
1.462096000E0,-5.665718079E-1,-1.772613831E0,4.071383514E0,4.476530702E0
1.472032000E0,6.698570251E-1,-2.678380280E0,6.784491577E0,7.324735853E0
1.481967000E0,2.347568207E0,-2.799179077E0,9.465865631E0,1.014638320E1
1.491903000E0,2.227817230E0,-3.395389252E0,7.191495209E0,8.258900721E0
1.501839000E0,3.524869995E0,-2.807411957E0,2.138153687E0,4.987782229E0
1.511774000E0,5.121599579E0,-1.883233795E0,1.663041687E0,5.704652437E0
1.521710000E0,4.235142975E0,-3.143463135E0,3.149151306E0,6.142878026E0
1.531646000E0,2.282603302E0,-2.237996063E0,1.293759613E0,3.448582049E0
1.541581000E0,1.628762970E0,-6.752458191E-1,-1.210382996E0,2.138656757E0
1.551517000E0,-5.533992004E-1,-1.438508606E0,-2.084714813E0,2.592603621E0
1.561453000E0,-2.897823944E0,-1.922302551E0,-2.065704346E0,4.044720652E0
1.571388000E0,-3.367846527E0,-3.391048279E0,-1.687740326E0,5.068536876E0
1.581324000E0,-3.931424561E0,-4.705764313E0,-1.370699615E0,6.283242338E0
1.591260042E0,-4.348157959E0,-5.197641449E0,-2.011816406E-1,6.779559596E0
1.601195042E0,-4.777315521E0,-4.302353210E0,3.032843170E0,7.108524772E0
1.611131042E0,-6.672374725E0,-3.924838257E0,1.293011169E0,7.848364014E0
1.621067042E0,-5.829926605E0,-4.206851807E0,-3.697311401E0,8.084290813E0
1.631002042E0,-4.850812683E0,-4.122427368E0,3.502716064E-2,6.366004869E0
1.640938042E0,-4.694537659E0,-4.051025848E0,3.609593811E0,7.174863186E0
1.650874042E0,-4.295018463E0,-4.746180267E0,3.743265839E0,7.415217452E0
1.660809042E0,-4.763693848E0,-5.197192383E0,2.480940857E0,7.473864815E0
1.670745042E0,-5.088218994E0,-5.089117126E0,2.767445068E0,7.710242400E0
1.680681042E0,-4.984185333E0,-4.634213104E0,4.504732361E0,8.161534670E0
1.690616042E0,-6.182593231E0,-4.437372437E0,2.871329041E0,8.133834499E0
1.700552042E0,-8.465795288E0,-3.751947784E0,1.107247467E0,9.325920812E0
1.710488042E0,-1.136212234E1,-2.838696899E0,4.227209473E-1,1.171898960E1
1.720423042E0,-1.187645279E1,-1.193468170E0,8.581654358E-1,1.196707755E1
1.730359042E0,-1.114462463E1,5.538482666E-1,1.084644470E0,1.121097051E1
1.740295042E0,-1.054227722E1,1.794169006E0,1.445094910E0,1.079105883E1
1.750230042E0,-1.046428940E1,2.176174622E0,1.506916351E0,1.079388185E1
1.760166042E0,-9.989177399E0,6.057902527E-1,1.229393463E0,1.008276030E1
1.770102042E0,-8.808732147E0,-2.423460388E-1,1.651665344E0,8.965516831E0
1.780037042E0,-8.793314209E0,-6.758445740E-1,1.569635925E0,8.957840008E0
1.789973042E0,-1.165191971E1,-6.798861694E-1,3.532653809E-2,1.167179190E1
1.799909042E0,-9.874815216E0,-1.475930786E-1,-5.081932068E-1,9.888984761E0
1.809844042E0,-9.104067993E0,-7.824229431E-1,-9.110055542E-1,9.182928226E0
1.819780042E0,-8.867709503E0,-2.023043060E0,-7.405101013E-1,9.125641362E0
1.829716042E0,-1.020607635E1,-3.399430847E0,-6.676116943E-1,1.077802533E1
1.839652042E0,-1.027583130E1,-5.357808380E0,-2.063758392E0,1.177106275E1
1.849587042E0,-1.181567917E1,-6.715485077E0,-3.372187500E0,1.400284480E1
1.859523042E0,-1.488848923E1,-7.203170929E0,-4.479584656E0,1.713532788E1
1.869459042E0,-1.538096512E1,-6.453679504E0,-2.599494324E0,1.688139324E1
1.879394042E0,-1.546089890E1,-5.426964569E0,-7.785310364E-1,1.640419000E1
1.889330042E0,-1.464614319E1,-4.571343842E0,-1.193468170E0,1.538931646E1
1.899266042E0,-1.348695374E1,-3.833378448E0,-6.735992432E-3,1.402115390E1
1.909201042E0,-1.031534912E1,-3.283422089E0,-2.339485016E0,1.107521911E1
1.919137042E0,-8.397088165E0,-3.597319336E0,-3.751199341E-1,9.142894018E0
1.929073042E0,-1.531375488E1,-4.251908112E0,6.730004883E0,1.725928089E1
1.939008042E0,-1.510254410E1,-6.245462494E0,1.115929413E1,1.978945389E1
1.948944042E0,-2.037263489E-1,-6.040688324E0,7.654332733E0,9.752960035E0
1.958880042E0,-2.785856781E0,-2.564616852E0,3.435805206E0,5.113024058E0
1.968815042E0,-3.000660095E0,-3.943100281E0,2.872676239E0,5.727501166E0
1.978751042E0,-2.298021240E0,-5.407505035E0,2.432741089E0,6.359264229E0
1.988687042E0,-3.150947571E0,-5.680836639E0,3.029699707E-1,6.503242754E0
1.998622042E0,-3.195704498E0,-6.186335449E0,-1.552122345E0,7.133887951E0
2.008558042E0,-3.544479218E0,-6.566395111E0,-2.497556305E0,7.868841412E0
2.018494042E0,-4.020189972E0,-6.347999268E0,-2.689756622E0,7.980840357E0
2.028429042E0,-5.332660675E0,-5.779631195E0,-3.077151031E0,8.444540550E0
2.038365042E0,-5.743556213E0,-5.524860992E0,-3.471431122E0,8.692718849E0
2.048301042E0,-4.868176575E0,-5.184468842E0,-3.824546814E0,8.074962456E0
2.058236042E0,-3.328777771E0,-4.410578156E0,-2.043251038E0,5.891420535E0
2.068172042E0,-3.053799591E0,-5.478158112E0,5.635780334E-1,6.297104766E0
2.078108042E0,-4.822371826E0,-7.704927521E0,3.907773743E0,9.894032229E0
2.088043042E0,-6.407276001E0,-8.919501801E0,4.824766846E0,1.199537716E1
2.097979042E0,-6.458918610E0,-8.566236420E0,3.038980408E0,1.115049048E1
2.107915042E0,-6.022426300E0,-7.751630402E0,8.996292114E-1,9.857318354E0
2.117850042E0,-5.698350220E0,-6.966812439E0,-3.245251465E-1,9.006274888E0
2.127786042E0,-5.024002533E0,-5.997577972E0,-7.309300232E-1,7.857849686E0
2.137722042E0,-3.854185181E0,-5.170398102E0,-6.755451965E-1,6.484143833E0
2.147657042E0,-2.702929230E0,-4.308191071E0,-2.436932373E-1,5.091730857E0
2.157593042E0,-1.814227295E0,-3.897445221E0,1.435514832E-1,4.301407555E0
2.167529042E0,-1.361418915E0,-3.866459656E0,5.601351929E-1,4.137236175E0
2.177464042E0,-7.767347717E-1,-3.668720856E0,9.886940002E-1,3.878188424E0
2.187400042E0,-5.792953491E-2,-3.783681793E0,1.072819061E0,3.933261303E0
2.197336042E0,5.207670593E-1,-5.024451599E0,-1.043330383E0,5.157988997E0
2.207271042E0,1.092727661E0,-5.369484100E0,3.915856934E-1,5.493519145E0
2.217207042E0,3.267704773E-1,-5.313949585E0,2.472857666E0,5.870252479E0
2.227143042E0,-4.278702393E0,-1.075273956E1,2.407892761E0,1.182060277E1
2.237079042E0,-1.052895493E1,-2.009511200E1,2.925366669E0,2.287422541E1
2.247014042E0,-1.001058289E1,-2.364692596E1,2.317780151E0,2.578295914E1
2.256950042E0,-9.289981384E0,-2.580498825E1,1.873054962E0,2.749017111E1
2.266886042E0,-6.550378418E0,-2.249881348E1,1.313219147E0,2.346973817E1
2.276821042E0,-4.543950806E0,-1.544518158E1,5.014572144E-1,1.610753185E1
2.286757042E0,-4.147575073E0,-1.746433273E1,-1.146166534E0,1.798663377E1
2.296693042E0,-3.783981171E0,-1.842278961E1,-2.763852539E0,1.900938114E1
2.306628042E0,-2.334395599E0,-1.518547165E1,-1.905836792E0,1.548160734E1
2.316564042E0,-1.794917450E0,-1.222552689E1,5.700146484E-1,1.236972728E1
2.326500042E0,-1.109941864E0,-1.208586731E1,5.222639465E-1,1.214795947E1
2.336435042E0,5.448669434E-2,-1.086799988E1,-7.197033691E-1,1.089194028E1
2.346371042E0,4.116439819E-2,-9.626930695E0,-2.055226135E0,9.843954671E0
2.356307042E0,-9.204359436E-1,-9.169332275E0,-1.845212860E0,9.398333214E0
2.366242042E0,-1.823358307E0,-8.576265564E0,-3.309617615E-1,8.774195247E0
2.376178042E0,-3.078198853E0,-8.238867188E0,8.113128662E-1,8.832466772E0
2.386114042E0,-3.535048828E0,-8.006400604E0,1.329834595E0,8.852540929E0
2.396049042E0,-3.548071747E0,-8.656648407E0,1.274000702E0,9.441898779E0
2.405985042E0,-3.755240936E0,-9.809850311E0,1.116228790E0,1.056318912E1
2.415921042E0,-3.407663727E0,-9.089697876E0,6.258485413E-1,9.727613579E0
2.425856042E0,-4.317471771E0,-8.628207550E0,2.724334717E-2,9.648174450E0
2.435792042E0,-5.273982697E0,-8.905281372E0,-8.891510010E-1,1.038795068E1
2.445728042E0,-5.492228851E0,-8.638236694E0,-1.417851562E0,1.033411893E1
2.455663042E0,-5.400319977E0,-8.539442139E0,-1.133592682E0,1.016713137E1
2.465599042E0,-5.050497437E0,-8.821006622E0,-4.842430115E-1,1.017605884E1
2.475535042E0,-4.474046173E0,-8.930129700E0,-7.155120850E-2,9.988464606E0
2.485470042E0,-4.047133942E0,-8.872050476E0,9.101074219E-2,9.751966763E0
2.495406042E0,-3.746409302E0,-8.871900787E0,1.092727661E-1,9.631103092E0
2.505342042E0,-3.565285950E0,-8.935219116E0,7.200027466E-2,9.620529538E0
2.515278042E0,-3.524420929E0,-8.924890594E0,9.819580078E-2,9.596085526E0
2.525213042E0,-3.693120117E0,-8.805588684E0,1.103205872E-1,9.549329762E0
2.535149042E0,-3.960015106E0,-8.750353546E0,-2.888992310E-2,9.604750983E0
2.545085042E0,-4.126319275E0,-8.772058411E0,-2.332150269E-1,9.696902019E0
2.555020042E0,-4.103416901E0,-8.844507751E0,-2.866539001E-1,9.754256409E0
2.564956042E0,-3.959266663E0,-9.025182037E0,-2.275268555E-1,9.858066331E0
2.574892042E0,-3.856580200E0,-9.147926788E0,-1.160087585E-1,9.928304659E0
2.584827042E0,-3.833079071E0,-9.171876984E0,-1.601669312E-2,9.940627702E0
2.594762500E0,-3.874393158E0,-9.150920563E0,-2.544708252E-3,9.937317342E0
2.604698500E0,-3.822451172E0,-9.048832855E0,-2.080673218E-2,9.823082099E0
2.614633500E0,-3.776945801E0,-8.897647247E0,-2.424957275E-2,9.666128189E0
2.624569500E0,-3.779191132E0,-8.766519928E0,3.457809448E-2,9.546483798E0
2.634505500E0,-3.866010590E0,-8.695417786E0,-2.095642090E-3,9.516109118E0
2.644440500E0,-4.058061218E0,-8.756191406E0,-1.273851013E-1,9.651682535E0
2.654376500E0,-4.222868500E0,-8.784632263E0,-2.218386841E-1,9.749440741E0
2.664312500E0,-4.279899902E0,-8.754095764E0,-2.420466614E-1,9.747323859E0
2.674247500E0,-4.370760956E0,-8.708141327E0,-2.342628479E-1,9.746289334E0
2.684183500E0,-4.479734344E0,-8.711733856E0,-2.273771667E-1,9.798674755E0
2.694119500E0,-4.584815826E0,-8.736432495E0,-1.914518738E-1,9.868254290E0
2.704054500E0,-4.700674896E0,-8.787027283E0,-2.127076721E-1,9.967619450E0
2.713990500E0,-4.808899841E0,-8.851243744E0,-2.797682190E-1,1.007711783E1
2.723926500E0,-4.878355408E0,-8.846603394E0,-3.574566650E-1,1.010883368E1
2.733862500E0,-4.844226379E0,-8.788673859E0,-3.929328918E-1,1.004299326E1
2.743797500E0,-4.758005676E0,-8.726702728E0,-3.830534363E-1,9.946893407E0
2.753733500E0,-4.593348083E0,-8.595425720E0,-3.499722290E-1,9.752059807E0
2.763669500E0,-4.385131073E0,-8.447682953E0,-2.601589966E-1,9.521575736E0
2.773604500E0,-4.320016479E0,-8.426576843E0,-1.163081360E-1,9.470124987E0
2.783540500E0,-4.406386871E0,-8.455167389E0,1.676513672E-2,9.534483830E0
2.793476500E0,-4.540208588E0,-8.505013733E0,1.332229614E-1,9.641913761E0
2.803411500E0,-4.627926178E0,-8.565188599E0,1.683998108E-1,9.736966413E0
2.813347500E0,-4.631069641E0,-8.639284515E0,1.320254517E-1,9.803135910E0
2.823283500E0,-4.578079834E0,-8.723259888E0,5.553451538E-2,9.851759341E0
2.833218500E0,-4.486320648E0,-8.795260162E0,-5.643264771E-2,9.873543382E0
2.843154500E0,-4.406835938E0,-8.829089813E0,-1.609153748E-1,9.869089303E0
2.853090500E0,-4.313130798E0,-8.850794678E0,-1.704954529E-1,9.847270302E0
2.863025500E0,-4.236041107E0,-8.869356079E0,-7.978408813E-2,9.829338076E0
2.872961500E0,-4.164340210E0,-8.906778259E0,-1.676513672E-2,9.832228100E0
2.882897500E0,-4.111799469E0,-8.971743164E0,-2.110610962E-2,9.869119299E0
2.892832500E0,-4.100872192E0,-9.001980286E0,-7.379653931E-2,9.892332775E0
2.902768500E0,-4.120780792E0,-8.968749390E0,-1.469943237E-1,9.871216100E0
2.912704500E0,-4.163891144E0,-8.911418610E0,-1.636097717E-1,9.837588081E0
2.922639500E0,-4.211492157E0,-8.872798920E0,-1.029858398E-1,9.822109394E0
2.932575500E0,-4.231550446E0,-8.885672150E0,-2.290237427E-2,9.841834851E0
2.942511500E0,-4.223317566E0,-8.889114990E0,4.131408691E-2,9.841467544E0
2.952446500E0,-4.222269745E0,-8.870852966E0,4.101470947E-2,9.824524230E0
2.962382500E0,-4.222419434E0,-8.839418335E0,-1.047821045E-2,9.796134552E0
2.972318500E0,-4.211192780E0,-8.792565765E0,-6.930587769E-2,9.749264622E0
2.982253500E0,-4.204157410E0,-8.804241486E0,-8.666976929E-2,9.756901112E0
2.992189500E0,-4.197571106E0,-8.822353821E0,-8.517288208E-2,9.770403500E0
3.002125500E0,-4.186943207E0,-8.854985962E0,-8.816665649E-2,9.795358246E0
3.012060500E0,-4.183650055E0,-8.865314484E0,-1.356179810E-1,9.803831950E0
3.021996500E0,-4.200115814E0,-8.848998413E0,-2.207908630E-1,9.797678009E0
3.031932500E0,-4.220922546E0,-8.837023315E0,-2.862048340E-1,9.797503837E0
3.041868500E0,-4.211791534E0,-8.847800903E0,-2.839595032E-1,9.803234250E0
3.051803500E0,-4.186045074E0,-8.849896545E0,-2.157014465E-1,9.792352595E0
3.061739500E0,-4.160298615E0,-8.833879852E0,-1.595681763E-1,9.765806665E0
3.071675500E0,-4.173022156E0,-8.832233276E0,-1.528321838E-1,9.769637467E0
3.081610500E0,-4.220024414E0,-8.822353821E0,-2.080673218E-1,9.781913157E0
3.091546500E0,-4.314477997E0,-8.818312225E0,-2.909948730E-1,9.821508484E0
3.101482500E0,-4.389921112E0,-8.827892303E0,-3.234773254E-1,9.864467926E0
3.111417500E0,-4.387825470E0,-8.844058685E0,-2.787203979E-1,9.876642721E0
3.121353500E0,-4.343966675E0,-8.837472382E0,-2.046244812E-1,9.849509416E0
3.131289500E0,-4.280049591E0,-8.822353821E0,-1.634600830E-1,9.807113267E0
3.141224500E0,-4.246669006E0,-8.829838257E0,-1.989363098E-1,9.799990661E0
3.151160500E0,-4.211043091E0,-8.839867401E0,-2.761756897E-1,9.795530235E0
3.161096500E0,-4.192182312E0,-8.791517944E0,-3.388952637E-1,9.745769867E0
3.171031500E0,-4.197271729E0,-8.763975220E0,-4.138893127E-1,9.726029816E0
3.180967500E0,-4.212539978E0,-8.755592651E0,-4.355941772E-1,9.726028893E0
3.190903500E0,-4.209995270E0,-8.751251678E0,-3.716770935E-1,9.718364573E0
3.200838500E0,-4.250860291E0,-8.786578217E0,-2.902464294E-1,9.765142751E0
