"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.462778700E1,4.004772034E0,8.539142761E0,3.222798157E-1,9.437108795E0
1.463772400E1,3.072510681E0,8.487949219E0,1.073717194E0,9.090570523E0
1.464766200E1,1.989213409E0,8.407117310E0,1.812730408E0,8.827376902E0
1.465759900E1,1.643582153E0,8.435707855E0,2.475102997E0,8.943638195E0
1.466753700E1,1.846410370E0,8.710985413E0,2.305805054E0,9.198219124E0
1.467747400E1,8.702902222E-1,9.128317566E0,2.415975952E0,9.482643432E0
1.468741200E1,4.528083801E-1,9.544452209E0,1.694925385E0,9.704348276E0
1.469734900E1,2.877017212E-1,9.884395294E0,5.821394348E-1,9.905701840E0
1.470728700E1,-3.565585327E-1,1.001387604E1,-1.781295776E-2,1.002023775E1
1.471722400E1,-1.557810516E0,1.026999344E1,4.574487305E-1,1.039753808E1
1.472716200E1,-2.205214233E0,1.053928345E1,3.613485718E-1,1.077358056E1
1.473709900E1,-2.669848022E0,1.060739182E1,-1.767823792E-1,1.093965729E1
1.474703662E1,-3.111280060E0,1.051997360E1,-3.052153015E-1,1.097465556E1
1.475697362E1,-3.362457733E0,1.046638504E1,-1.965412903E-1,1.099499733E1
1.476691162E1,-3.168161774E0,1.033301239E1,5.478607178E-1,1.082167018E1
1.477684862E1,-1.885628815E0,9.803713074E0,1.240919495E0,1.006023197E1
1.478678662E1,-8.104147339E-1,9.123677216E0,1.413959656E0,9.268092570E0
1.479672362E1,-2.359094238E-1,8.563392334E0,1.305435333E0,8.665535352E0
1.480666162E1,-1.002914429E-1,8.233179016E0,1.277293854E0,8.332273080E0
1.481659862E1,-4.090992737E-1,8.077353058E0,1.435215454E0,8.214063430E0
1.482653662E1,-5.867797852E-1,7.979905701E0,1.657952271E0,8.171414274E0
1.483647362E1,-5.170248413E-1,7.882158966E0,1.729653168E0,8.086250351E0
1.484641162E1,-5.777984619E-1,7.800129547E0,1.735491028E0,8.011728972E0
1.485634862E1,-5.487588501E-1,8.001760254E0,1.669478302E0,8.192463685E0
1.486628662E1,-8.343649292E-1,8.314909058E0,1.749112701E0,8.537755719E0
1.487622362E1,-1.155596924E0,8.573271790E0,1.942959595E0,8.866311827E0
1.488616162E1,-1.278341675E0,8.811426544E0,2.139051819E0,9.157015773E0
1.489609962E1,-1.453327789E0,9.213340759E0,2.172282715E0,9.576879544E0
1.490603662E1,-1.090781708E0,9.684261475E0,2.137405243E0,9.977135171E0
1.491597462E1,-8.583151245E-1,9.955796814E0,2.105371857E0,1.021210976E1
1.492591162E1,-6.541397095E-1,1.005608826E1,2.258503418E0,1.032732528E1
1.493584962E1,-4.378395081E-1,1.020697449E1,2.314187622E0,1.047518477E1
1.494578662E1,-3.203338623E-1,1.031849258E1,2.048939209E0,1.052483040E1
1.495572462E1,-4.489164734E-1,1.031879196E1,1.673220520E0,1.046320508E1
1.496566162E1,-6.493496704E-1,1.021341110E1,1.237776031E0,1.030861343E1
1.497559962E1,-7.318281555E-1,9.924511871E0,1.046174469E0,1.000629748E1
1.498553662E1,-7.695497131E-1,9.658964081E0,1.317859497E0,9.778780473E0
1.499547462E1,-7.785310364E-1,9.631720734E0,1.794767761E0,9.828394893E0
1.500541162E1,-4.102967834E-1,9.909243622E0,2.343376923E0,1.019082273E1
1.501534962E1,2.944377136E-1,1.000309845E1,3.021317139E0,1.045356539E1
1.502528662E1,4.294569397E-1,9.930649109E0,3.650309143E0,1.058900287E1
1.503522462E1,1.782792664E-1,1.009725266E1,3.901187439E0,1.082615158E1
1.504516162E1,-2.011816406E-1,1.041638901E1,3.761228485E0,1.107648291E1
1.505509962E1,-5.956114197E-1,1.059212357E1,3.067271576E0,1.104336858E1
1.506503662E1,-1.125359802E0,1.078896423E1,1.938019867E0,1.101926063E1
1.507497462E1,-1.883084106E0,1.122725281E1,3.144960022E-1,1.138842040E1
1.508491162E1,-2.385738831E0,1.153052216E1,-1.239422607E0,1.183979980E1
1.509484962E1,-2.242636414E0,1.133038834E1,-2.189347229E0,1.175586489E1
1.510478662E1,-1.516795807E0,1.092113937E1,-2.804867249E0,1.137713650E1
1.511472462E1,-6.649172974E-1,1.046608566E1,-2.865790558E0,1.087169810E1
1.512466162E1,-3.233276367E-2,1.002659958E1,-2.679278412E0,1.037845255E1
1.513459962E1,4.674778748E-1,9.740694122E0,-2.614912262E0,1.009640647E1
1.514453662E1,8.705895996E-1,9.609417114E0,-2.712359619E0,1.002276001E1
1.515447462E1,1.329535217E0,9.631870422E0,-2.667003937E0,1.008233612E1
1.516441162E1,1.628014526E0,9.678423615E0,-2.439177704E0,1.011295718E1
1.517434962E1,1.984872437E0,9.631571045E0,-2.074685669E0,1.005043283E1
1.518428762E1,2.780617676E0,1.008842102E1,-1.251996460E0,1.053923946E1
1.519422462E1,2.729723511E0,1.117007172E1,-6.120771790E-1,1.151505671E1
1.520416262E1,7.441026306E-1,1.172676407E1,-2.227368164E-1,1.175245914E1
1.521409962E1,-1.251098328E0,1.182750458E1,7.375163269E-1,1.191633509E1
1.522403762E1,-2.893932037E0,1.252445526E1,1.839824066E0,1.298544473E1
1.523397462E1,-4.639003143E0,1.260109589E1,1.788929901E0,1.354652125E1
1.524391262E1,-5.224884796E0,1.208242447E1,8.500822449E-1,1.319117288E1
1.525384962E1,-5.094505920E0,1.158500885E1,-4.939727783E-3,1.265568825E1
1.526378762E1,-4.642595673E0,1.109597580E1,-3.308120728E-1,1.203261444E1
1.527372463E1,-3.995491333E0,1.047521667E1,3.712280273E-2,1.121140016E1
1.528366262E1,-3.431464233E0,9.687404938E0,8.864566040E-1,1.031535586E1
1.529359963E1,-2.862347717E0,8.978030090E0,1.861528931E0,9.605381237E0
1.530353762E1,-2.276466064E0,8.531658325E0,2.637066193E0,9.215509190E0
1.531347462E1,-1.400637360E0,8.312663727E0,3.209326172E0,9.020085239E0
1.532341263E1,-3.263214111E-2,8.483907623E0,3.983665924E0,9.372691588E0
1.533334962E1,3.574566650E-1,8.945248260E0,4.184398499E0,9.882025729E0
1.534328763E1,3.118016052E-1,9.420360260E0,3.936064911E0,1.021435336E1
1.535322462E1,2.375559998E-1,9.749376068E0,3.680546265E0,1.042368396E1
1.536316262E1,3.623963928E-1,9.753717041E0,3.322790222E0,1.031054131E1
1.537309962E1,7.348219299E-1,9.571396179E0,2.821782074E0,1.000570048E1
1.538303762E1,1.145867157E0,9.147477722E0,2.151625671E0,9.466723470E0
1.539297462E1,1.238075409E0,8.737779694E0,1.297501831E0,8.919929131E0
1.540291262E1,1.122216339E0,8.415050812E0,6.800358582E-1,8.516742244E0
1.541285062E1,8.234376526E-1,8.248297577E0,6.337820435E-1,8.313491575E0
1.542278762E1,6.096821594E-1,8.143216095E0,1.124910736E0,8.243124703E0
1.543272562E1,7.005432129E-1,8.036637726E0,1.799408112E0,8.265360021E0
1.544266262E1,8.232879639E-1,7.912545776E0,2.409689026E0,8.312206983E0
1.545260062E1,8.018824768E-1,7.876171417E0,2.716999969E0,8.370136232E0
1.546253762E1,5.348377991E-1,7.872429199E0,2.769840088E0,8.362607672E0
1.547247562E1,1.008901978E-1,7.787705383E0,2.798580322E0,8.275903926E0
1.548241262E1,-3.803590393E-1,7.633975067E0,2.896476746E0,8.173850125E0
1.549235062E1,-8.358618164E-1,7.441026306E0,3.097808075E0,8.103329707E0
1.550228762E1,-1.402134247E0,7.395820313E0,3.379073181E0,8.251198344E0
1.551222562E1,-1.883982239E0,7.457941132E0,3.634591827E0,8.507674932E0
1.552216262E1,-2.199825439E0,7.413932648E0,3.751199341E0,8.595180380E0
1.553210062E1,-2.436782684E0,7.436685333E0,3.671415253E0,8.644159216E0
1.554203762E1,-2.456391907E0,7.580236816E0,3.613336029E0,8.749288465E0
1.555197562E1,-2.550695801E0,7.657476196E0,3.620820465E0,8.846091318E0
1.556191262E1,-2.675236816E0,7.537874908E0,3.655099182E0,8.794100306E0
1.557185062E1,-2.690804443E0,7.260202332E0,3.867208099E0,8.654840549E0
1.558178762E1,-2.227966919E0,7.732470245E0,3.814817047E0,8.905490542E0
1.559172562E1,-1.788331146E0,8.402027893E0,3.575315094E0,9.304573017E0
1.560166262E1,-1.812131653E0,8.771160278E0,3.549119568E0,9.633967172E0
1.561160062E1,-2.136357422E0,9.057514801E0,3.651356964E0,9.996749726E0
1.562153762E1,-2.620899811E0,9.486372986E0,3.673361206E0,1.050494982E1
1.563147562E1,-3.130889282E0,1.035396881E1,3.571273499E0,1.139127439E1
1.564141262E1,-3.504212952E0,1.120479950E1,3.904330902E0,1.237218008E1
1.565135062E1,-4.022884369E0,1.105585922E1,4.738845520E0,1.268354362E1
1.566128762E1,-4.505630493E0,1.057071808E1,5.465135193E0,1.272432668E1
1.567122562E1,-4.927153931E0,1.017883301E1,5.904471588E0,1.275728310E1
1.568116262E1,-5.510341187E0,9.733359375E0,6.258934479E0,1.281703575E1
1.569110062E1,-6.082451477E0,9.602531433E0,6.470294952E0,1.307935559E1
1.570103862E1,-6.090983734E0,1.002495300E1,5.921985168E0,1.314038332E1
1.571097562E1,-5.431006165E0,1.073687256E1,4.215384064E0,1.274934207E1
1.572091362E1,-4.057013397E0,1.151854706E1,1.668879547E0,1.232564169E1
1.573085062E1,-2.461032257E0,1.285436920E1,-6.126759338E-1,1.310217002E1
1.574078862E1,-7.093748474E-1,1.501677246E1,-1.694925385E0,1.512876201E1
1.575072587E1,1.884431305E0,1.767254974E1,-1.974094849E0,1.788203418E1
1.576066387E1,4.924908600E0,1.954395813E1,-2.783312073E0,2.034619990E1
1.577060087E1,7.092550964E0,1.920341629E1,-3.636837158E0,2.079187488E1
1.578053887E1,6.507866821E0,1.560489944E1,-2.717449036E0,1.712453639E1
1.579047587E1,4.026027832E0,1.130883316E1,-1.172661438E0,1.206124962E1
1.580041387E1,1.578766937E0,8.951086121E0,2.095642090E-2,9.089273181E0
1.581035087E1,3.905378723E-1,7.469167786E0,2.993774414E-1,7.485359984E0
1.582028887E1,-6.436614990E-2,6.332431641E0,5.059478760E-2,6.332960865E0
1.583022587E1,-2.300715637E-1,5.498216400E0,-8.472381592E-2,5.503680099E0
1.584016387E1,-2.625540161E-1,4.889132996E0,3.517684937E-2,4.896304062E0
1.585010087E1,-5.472619629E-1,4.822072449E0,5.423222351E-1,4.883235788E0
1.586003887E1,-8.187973022E-2,5.432802429E0,8.147557068E-1,5.494167215E0
1.586997587E1,1.141675873E0,6.987020416E0,1.184786224E0,7.178133218E0
1.587991387E1,1.621128845E0,8.783135376E0,1.552122345E0,9.065352146E0
1.588985087E1,1.737137604E0,1.033031799E1,1.669029236E0,1.060748677E1
1.589978887E1,1.915117493E0,1.135628448E1,1.518292694E0,1.161628534E1
1.590972587E1,2.373913422E0,1.137394775E1,1.203796692E0,1.168123619E1
1.591966387E1,2.994522858E0,1.090467361E1,8.315208435E-1,1.133889327E1
1.592960087E1,3.824546814E0,1.017209702E1,2.703378296E-1,1.087068528E1
1.593953887E1,4.687951355E0,9.347012787E0,-3.926335144E-1,1.046411473E1
1.594947587E1,5.039420471E0,8.714577942E0,-9.205856323E-1,1.010876379E1
1.595941387E1,5.112318878E0,8.491092682E0,-1.132544861E0,9.975826638E0
1.596935187E1,5.118306427E0,8.373437347E0,-1.142574005E0,9.880131024E0
1.597928887E1,3.748954010E0,8.431217194E0,-6.111790466E-1,9.247357426E0
1.598922687E1,2.729873199E0,8.497678986E0,1.507365417E-1,8.926672243E0
1.599916387E1,2.174827423E0,8.663683777E0,1.111289062E0,9.001347359E0
1.600910187E1,1.526974640E0,8.941506042E0,1.907782745E0,9.269402185E0
1.601903887E1,1.047821045E0,9.187893677E0,2.330503693E0,9.536590933E0
1.602897687E1,8.214916992E-1,9.428144073E0,2.243384857E0,9.726125894E0
1.603891388E1,4.191284180E-1,9.675878906E0,1.993704071E0,9.888031005E0
1.604885187E1,4.095483398E-1,9.792486420E0,1.167871399E0,9.870382147E0
1.605878888E1,-4.510121155E-1,9.664502563E0,1.365460510E0,9.770900886E0
1.606872687E1,-1.184486847E0,9.770931244E0,2.151176605E0,1.007480358E1
1.607866387E1,-7.940986633E-1,9.830058289E0,1.411414948E0,9.962566476E0
1.608860188E1,-1.083896027E0,9.867630157E0,1.037492523E0,9.981049356E0
1.609853887E1,-2.389481049E0,9.994416504E0,1.507215729E0,1.038603294E1
1.610847688E1,-2.809058533E0,1.004860382E1,1.306632843E0,1.051534773E1
1.611841387E1,-2.588567047E0,9.977801056E0,8.138575745E-1,1.034019136E1
1.612835187E1,-2.714754639E0,9.833650818E0,8.098159790E-1,1.023359092E1
1.613828887E1,-2.731968842E0,9.524393921E0,7.466473389E-1,9.936559543E0
1.614822687E1,-2.501148834E0,9.216633911E0,6.634204102E-1,9.572993930E0
1.615816387E1,-2.001038818E0,8.877888336E0,7.699987793E-1,9.133124098E0
1.616810187E1,-1.371448059E0,8.534951477E0,1.105750580E0,8.714869525E0
1.617803887E1,-9.186396790E-1,8.202343140E0,1.374741211E0,8.367332026E0
1.618797687E1,-6.090834045E-1,7.904911652E0,1.548529816E0,8.078152970E0
1.619791387E1,-5.105882263E-1,7.776927795E0,1.661095734E0,7.968722941E0
1.620785187E1,-3.293151855E-1,7.751480713E0,1.685494995E0,7.939445517E0
1.621778887E1,-4.760101318E-1,7.727979584E0,1.749412079E0,7.937801756E0
1.622772687E1,-2.800675964E-1,7.805817719E0,1.777852936E0,8.010617278E0
1.623766387E1,-2.627037048E-1,7.989036713E0,1.979184265E0,8.234736862E0
1.624760187E1,-5.435197449E-1,8.496930542E0,2.517015839E0,8.878547802E0
1.625753987E1,-3.751199341E-1,9.131760406E0,2.921774139E0,9.595130390E0
1.626747687E1,-4.420307922E-1,9.806108093E0,3.258124695E0,1.034265554E1
1.627741487E1,-4.102967834E-1,1.045381119E1,3.337010651E0,1.098117261E1
1.628735187E1,-1.898052979E-1,1.094748459E1,3.018323364E0,1.135754026E1
1.629728987E1,-8.996292114E-2,1.128772705E1,2.364333344E0,1.153303722E1
1.630722687E1,-1.529818726E-1,1.164982407E1,1.479523315E0,1.174439413E1
1.631716487E1,9.520202637E-2,1.179098053E1,6.550378418E-1,1.180954529E1
1.632710187E1,9.729766846E-3,1.150268005E1,4.384382629E-1,1.151103693E1
1.633703987E1,-3.427871704E-1,1.114297806E1,1.141975250E0,1.120658603E1
1.634697687E1,-8.086184692E-1,1.071456894E1,2.220781860E0,1.097213395E1
1.635691487E1,-1.094074860E0,1.023047562E1,2.973117371E0,1.070976461E1
1.636685187E1,-6.207591248E-1,9.734407196E0,2.990630951E0,1.020234771E1
1.637678987E1,-1.658551025E-1,9.676028595E0,2.951562195E0,1.011754697E1
1.638672687E1,-9.116043091E-2,1.007135651E1,3.066074066E0,1.052812150E1
1.639666487E1,-2.297721863E-1,1.051937485E1,2.968776398E0,1.093268840E1
1.640660187E1,-5.617817688E-1,1.089209976E1,2.435136108E0,1.117512075E1
1.641653987E1,-9.392967224E-1,1.130763565E1,1.426982574E0,1.143596002E1
1.642647687E1,-1.218166809E0,1.158081757E1,-6.676116943E-2,1.164490116E1
1.643641487E1,-1.299148407E0,1.160207336E1,-1.353784790E0,1.175281354E1
1.644635187E1,-1.099613342E0,1.147498764E1,-1.984273682E0,1.169708651E1
1.645628987E1,-3.547622681E-1,1.100721039E1,-2.224075012E0,1.123525907E1
1.646622687E1,1.531315613E-1,1.045815216E1,-2.255659332E0,1.069973808E1
1.647616487E1,4.562512207E-1,9.815089417E0,-2.177671509E0,1.006411440E1
1.648610187E1,6.929090881E-1,9.237440643E0,-2.120041351E0,9.502894716E0
1.649603987E1,8.858578491E-1,8.854686584E0,-2.140848083E0,9.152783683E0
1.650597687E1,1.173409882E0,8.620124359E0,-2.227517853E0,8.980271182E0
1.651591487E1,1.521585846E0,8.439599762E0,-2.342628479E0,8.889880529E0
1.652585187E1,1.948947144E0,8.373287659E0,-2.148931274E0,8.861616489E0
1.653578987E1,1.982028351E0,8.485703888E0,-1.473236389E0,8.837761725E0
1.654572787E1,1.634750519E0,9.151818695E0,-4.790039062E-1,9.309008509E0
1.655566487E1,3.465293884E-1,1.006836273E1,6.015989685E-1,1.009227091E1
1.656560287E1,8.008346558E-2,1.136571487E1,2.101929016E0,1.155871937E1
1.657553987E1,-1.563348999E0,1.318787567E1,2.400408325E0,1.349540977E1
1.658547787E1,-3.734284515E0,1.337603439E1,1.628463593E0,1.398267037E1
1.659541487E1,-4.724475403E0,1.281799484E1,9.279203796E-1,1.369243206E1
1.660535287E1,-5.107977905E0,1.219888229E1,4.941224670E-1,1.323436151E1
1.661528987E1,-4.754113770E0,1.135493729E1,6.170169067E-1,1.232545773E1
1.662522787E1,-4.098327484E0,1.046084656E1,9.416917419E-1,1.127441272E1
1.663516487E1,-3.515888672E0,9.649084625E0,1.401086426E0,1.036481309E1
1.664510287E1,-3.016976166E0,9.024732971E0,1.945354614E0,9.712484490E0
1.665503987E1,-2.502346344E0,8.383765869E0,2.398462372E0,9.072038863E0
1.666497787E1,-1.786684570E0,8.051456909E0,2.905757446E0,8.744233897E0
1.667491487E1,-1.051563263E0,8.064180450E0,3.498824158E0,8.853166785E0
1.668485287E1,-4.046086121E-1,8.434510345E0,3.786525879E0,9.254320674E0
1.669478987E1,-1.526824951E-2,8.854536896E0,3.661685486E0,9.581805537E0
1.670472787E1,-7.753875732E-2,9.265582123E0,3.290008392E0,9.832658824E0
1.671466487E1,-3.543132019E-1,9.450597382E0,2.817141724E0,9.867908401E0
1.672460287E1,2.121089172E-1,9.320966949E0,2.509980469E0,9.655331016E0
1.673453987E1,1.817071381E0,9.223220215E0,2.643951874E0,9.765245570E0
1.674447750E1,1.681154022E0,8.934770050E0,1.886676636E0,9.285254085E0
1.675441450E1,1.287921753E0,8.553812256E0,1.348994751E0,8.754783458E0
1.676435250E1,1.048270111E0,8.255782013E0,1.365909576E0,8.433416617E0
1.677428950E1,7.622149658E-1,8.088430023E0,1.718426514E0,8.304014787E0
1.678422750E1,4.010160828E-1,8.050259399E0,2.156864777E0,8.343833409E0
1.679416450E1,7.304809570E-2,8.052504730E0,2.429597626E0,8.411368086E0
1.680410250E1,-8.412506104E-2,8.064330139E0,2.565215607E0,8.462908999E0
1.681403950E1,-1.270857239E-1,8.104596405E0,2.685715027E0,8.538951860E0
1.682397750E1,-2.507286072E-1,8.077203369E0,2.953059082E0,8.603757147E0
1.683391450E1,-4.769082642E-1,7.868537292E0,3.232378235E0,8.519952445E0
1.684385250E1,-7.159611511E-1,7.521109772E0,3.435805206E0,8.299665655E0
1.685379050E1,-1.053808594E0,7.210954742E0,3.482059021E0,8.076702042E0
1.686372750E1,-1.489851837E0,6.964866486E0,3.488495636E0,7.930865366E0
1.687366550E1,-1.865869904E0,6.788233795E0,3.456911316E0,7.842947431E0
1.688360250E1,-2.198927307E0,6.764732666E0,3.444636841E0,7.903316539E0
1.689354050E1,-2.543361053E0,6.939569092E0,3.498524780E0,8.177162116E0
1.690347750E1,-2.967129822E0,6.934629364E0,3.610342255E0,8.362267336E0
1.691341550E1,-3.459605713E0,7.143145752E0,3.761527863E0,8.783080028E0
1.692335250E1,-3.380719757E0,8.740923157E0,3.804189148E0,1.011458644E1
1.693329050E1,-3.289110260E0,9.616003418E0,3.864962769E0,1.087307248E1
1.694322750E1,-3.316054230E0,9.674082642E0,3.986659698E0,1.097622641E1
1.695316550E1,-3.259771271E0,9.567803650E0,4.025728455E0,1.088004894E1
1.696310250E1,-3.144061890E0,9.858050079E0,3.889062653E0,1.105400764E1
1.697304050E1,-3.215613098E0,1.068448151E1,3.691623230E0,1.175271861E1
1.698297750E1,-3.098706207E0,1.128937363E1,3.398383026E0,1.219019870E1
1.699291550E1,-3.592978363E0,1.112082413E1,3.988455963E0,1.234868429E1
1.700285250E1,-4.324207764E0,1.056098831E1,5.125192108E0,1.251002962E1
1.701279050E1,-4.810845795E0,1.010279114E1,5.961952057E0,1.267893917E1
1.702272750E1,-5.377716980E0,9.478888550E0,6.263724518E0,1.256994085E1
1.703266550E1,-6.176455994E0,8.659791870E0,6.154900818E0,1.228915815E1
1.704260250E1,-7.021897888E0,8.087232513E0,5.815706177E0,1.218740407E1
1.705254050E1,-6.896309052E0,8.505163422E0,5.098397827E0,1.207851579E1
1.706247750E1,-5.489384766E0,9.618847504E0,3.749253387E0,1.169241093E1
1.707241550E1,-3.601211243E0,1.052371582E1,2.250719604E0,1.134826224E1
1.708235250E1,-1.921853485E0,1.139999359E1,7.298822021E-1,1.158387253E1
1.709229050E1,-1.200503540E-1,1.303025345E1,-4.866380310E-1,1.303989009E1
1.710222750E1,2.290686493E0,1.569605988E1,-1.033750305E0,1.589597999E1
1.711216550E1,4.996908875E0,1.832938385E1,-1.851050720E0,1.908826339E1
1.712210250E1,7.457042999E0,1.967343887E1,-3.129242706E0,2.127072747E1
1.713204050E1,8.205785980E0,1.820484283E1,-3.230731659E0,2.022841697E1
1.714197750E1,5.037923584E0,1.379052246E1,-1.882784729E0,1.480216410E1
1.715191550E1,1.320553894E0,1.063643143E1,-6.786886597E-1,1.073956025E1
1.716185350E1,-1.716929626E-1,8.612041168E0,1.333726501E-1,8.614784955E0
1.717179050E1,-9.467811584E-1,7.061715088E0,4.716691589E-1,7.140496225E0
1.718172850E1,-1.125958557E0,5.873785400E0,3.583547974E-1,5.991456898E0
1.719166550E1,-8.647517395E-1,5.110821991E0,3.769161987E-1,5.197149489E0
1.720160350E1,-6.367758179E-1,4.871320038E0,8.280780029E-1,4.982063381E0
1.721154050E1,-2.377056885E-1,5.116959229E0,1.349593506E0,5.297280281E0
1.722147850E1,3.267704773E-1,6.127657471E0,1.532962189E0,6.324945699E0
1.723141550E1,8.205935669E-1,7.858957214E0,9.177415466E-1,7.954799296E0
1.724135350E1,1.051862640E0,9.764195251E0,2.826123047E-1,9.824754126E0
1.725129050E1,1.269959106E0,1.125883713E1,4.140390015E-1,1.133779687E1
1.726122850E1,1.769769745E0,1.188184158E1,8.165519714E-1,1.204063958E1
1.727116550E1,2.207309875E0,1.165551224E1,1.116228790E0,1.191508074E1
1.728110350E1,2.796634369E0,1.070094727E1,1.175206146E0,1.112261416E1
1.729104050E1,3.449426880E0,9.882748718E0,7.780819702E-1,1.049631743E1
1.730097850E1,4.254452820E0,9.239835663E0,-2.471360779E-1,1.017526452E1
1.731091550E1,4.590204620E0,8.597820740E0,-9.882449341E-1,9.796383413E0
1.732085350E1,4.650529175E0,8.281528473E0,-1.591340790E0,9.630342723E0
1.733079050E1,5.072351990E0,8.114176483E0,-1.542691956E0,9.692704121E0
1.734072850E1,4.987179108E0,8.053851929E0,-9.879455566E-1,9.524312194E0
1.735066550E1,3.948638763E0,8.099506989E0,1.562750244E-1,9.012113150E0
1.736060350E1,2.526446228E0,8.285570068E0,1.415007477E0,8.777006783E0
1.737054050E1,1.830393677E0,8.569679260E0,2.225422211E0,9.041141944E0
1.738047850E1,1.115779724E0,8.867410126E0,3.129841461E0,9.469521334E0
1.739041550E1,5.490582275E-1,9.260941772E0,3.403771820E0,9.881911255E0
1.740035350E1,3.297642517E-1,9.615404663E0,2.842888184E0,1.003228611E1
1.741029050E1,1.237925720E-1,9.784552917E0,1.982926483E0,9.984227453E0
1.742022850E1,2.037263489E-1,9.757309570E0,6.182144165E-1,9.778997062E0
1.743016550E1,-9.250762939E-1,9.931247864E0,9.550140381E-1,1.001985539E1
1.744010350E1,-1.299148407E0,1.022598495E1,9.253756714E-1,1.034963164E1
1.745004050E1,-1.446741486E0,1.020472916E1,1.564247131E-1,1.030795939E1
1.745997850E1,-1.981279907E0,1.032657578E1,-1.541793823E-2,1.051493581E1
1.746991550E1,-3.596271515E0,1.044827271E1,5.031037903E-1,1.106131478E1
1.747985350E1,-4.143982544E0,1.049332901E1,5.460644531E-1,1.129516407E1
1.748979050E1,-3.779789886E0,1.018062927E1,4.261637878E-1,1.086800992E1
1.749972850E1,-3.584895172E0,9.616153107E0,6.463558960E-1,1.028297865E1
1.750966650E1,-3.007396088E0,9.073681183E0,1.058149567E0,9.617473782E0
1.751960350E1,-2.279459839E0,8.553961945E0,1.581760712E0,8.992673076E0
1.752954150E1,-1.665137329E0,8.102351074E0,1.974843292E0,8.504162586E0
1.753947850E1,-1.233734436E0,7.849676514E0,2.241887970E0,8.256245133E0
1.754941650E1,-9.048683167E-1,7.727680206E0,2.303110657E0,8.114194152E0
1.755935350E1,-9.072633362E-1,7.736661530E0,2.244282990E0,8.106532213E0
1.756929150E1,-1.036893768E0,7.937693481E0,2.241887970E0,8.313133474E0
1.757922850E1,-9.172924805E-1,8.257727966E0,2.154469757E0,8.583311517E0
1.758916650E1,-7.074288940E-1,8.607400818E0,2.010469208E0,8.867344073E0
1.759910350E1,-5.228627014E-1,9.010512543E0,1.957180023E0,9.235435850E0
1.760904150E1,-2.790197754E-1,9.517208862E0,2.160606995E0,9.763367203E0
1.761897850E1,1.791773987E-1,9.978848877E0,2.385589142E0,1.026160636E1
1.762891650E1,5.498066711E-1,1.028271698E1,2.489922180E0,1.059416199E1
1.763885350E1,6.791377258E-1,1.044333298E1,2.349663849E0,1.072591963E1
1.764879150E1,4.378395081E-1,1.037911652E1,2.035467224E0,1.058588163E1
1.765872850E1,-1.169068909E-1,1.013362701E1,1.724264374E0,1.027993927E1
1.766866650E1,-5.839356995E-1,9.860445099E0,1.628313904E0,1.001103215E1
1.767860350E1,-9.535171509E-1,9.721384277E0,1.767674103E0,9.926690232E0
1.768854150E1,-1.065634003E0,9.725425873E0,1.899549866E0,9.966332020E0
1.769847850E1,-8.813671875E-1,9.770182800E0,2.077529755E0,1.002743287E1
1.770841650E1,-6.692582703E-1,9.702523499E0,2.530936890E0,1.004950299E1
1.771835350E1,-2.088157654E-1,9.563163300E0,2.910248108E0,9.998361884E0
1.772829150E1,1.619631958E-1,9.648036804E0,3.085084534E0,1.013057712E1
1.773822850E1,1.577719116E-1,9.962532806E0,3.031196594E0,1.041465816E1
1.774816687E1,-7.274871826E-2,1.034768188E1,2.583627319E0,1.066559623E1
1.775810387E1,-5.221142578E-1,1.079644867E1,1.793570251E0,1.095686093E1
1.776804187E1,-1.062191162E0,1.147244293E1,6.107299805E-1,1.153768556E1
1.777797887E1,-1.496887207E0,1.212807953E1,-1.041085052E0,1.226437289E1
1.778791687E1,-1.331032104E0,1.241188934E1,-2.328707428E0,1.269840627E1
1.779785387E1,-3.074606323E-1,1.211939758E1,-2.932102661E0,1.247283271E1
1.780779187E1,1.639091492E-1,1.168649780E1,-2.963836670E0,1.205758786E1
1.781772887E1,4.908293152E-1,1.119806351E1,-2.792143707E0,1.155134651E1
1.782766687E1,9.376501465E-1,1.074166260E1,-2.729274445E0,1.112256455E1
1.783760487E1,1.458716583E0,1.042926224E1,-2.685565338E0,1.086782527E1
1.784754187E1,1.903591461E0,1.034887939E1,-2.464624786E0,1.080728183E1
1.785747987E1,2.147883453E0,1.022269180E1,-2.266586609E0,1.068897778E1
1.786741687E1,2.255210266E0,1.009979736E1,-1.952689362E0,1.053113839E1
1.787735487E1,1.890568542E0,1.025831772E1,-1.433718567E0,1.052914435E1
1.788729187E1,-2.499801636E-2,1.069900131E1,-8.159532166E-1,1.073009942E1
1.789722987E1,-1.793270874E0,1.082264420E1,2.070195007E-1,1.097216045E1
1.790716687E1,-2.318678284E0,1.085916824E1,1.396745453E0,1.119145664E1
1.791710487E1,-3.109334106E0,1.132155670E1,2.258054352E0,1.195593636E1
1.792704187E1,-4.811145172E0,1.130419281E1,1.536255341E0,1.238111358E1
1.793697987E1,-5.181026001E0,1.074435699E1,7.752378845E-1,1.195346106E1
1.794691687E1,-4.787644043E0,1.010294083E1,5.733078003E-1,1.119462508E1
